gene_id/transcript_id	SJINF053_211_withinKeepPairs
CFTR-006	0.0
CFTR-003	0.0
CFTR-008	0.0
CFTR-009	0.0
CFTR-010	0.0
CFTR-011	0.0
ANKIB1-001	19037.8612
ANKIB1-006	149.924
ANKIB1-002	2852.4774
ANKIB1-004	59.0731
ANKIB1-003	0.0
ANKIB1-007	505.403
ANKIB1-005	0.0
CYP51A1-001	8610.4218
CYP51A1-006	0.0
CYP51A1-005	0.0
CYP51A1-002	3105.0188
CYP51A1-003	34.8995
KRIT1-001	0.0
KRIT1-003	0.0
KRIT1-004	7466.1811
KRIT1-201	547.9068
KRIT1-005	333.3867
KRIT1-017	69.8791
KRIT1-009	0.0
KRIT1-020	0.0
KRIT1-014	0.0
KRIT1-018	56.8318
KRIT1-011	108.0605
KRIT1-015	0.0
KRIT1-008	14.1679
KRIT1-022	0.0
KRIT1-012	227.4073
KRIT1-016	0.0
KRIT1-002	0.0
KRIT1-013	5.8433
KRIT1-010	0.0
KRIT1-021	248.3791
KRIT1-007	1654.3664
KRIT1-006	1867.926
KRIT1-023	128.3119
KRIT1-019	0.0
KRIT1-202	0.0
RAD52-014	691.1871
RAD52-001	1673.8974
RAD52-007	0.0
RAD52-008	378.2918
RAD52-002	109.5013
RAD52-004	982.5502
RAD52-003	165.8529
RAD52-005	725.1261
RAD52-006	1318.6584
RAD52-016	333.1466
RAD52-017	304.0903
RAD52-201	0.0
RAD52-013	0.0
RAD52-015	266.7894
RAD52-010	0.0
RAD52-018	33.4587
RAD52-009	0.0
RAD52-012	0.0
RAD52-202	81.7258
RAD52-011	0.0
MYH16-003	0.0
MYH16-004	0.0
MYH16-006	0.0
MYH16-001	0.0
MYH16-005	0.0
MYH16-002	0.0
MYH16-007	0.0
BAD-001	1075.8825
BAD-003	15.0484
BAD-002	284.3192
BAD-005	30.4971
BAD-004	17.1296
BAD-007	153.0457
BAD-008	0.0
LAP3-001	0.0
LAP3-003	124.7098
LAP3-008	0.0
LAP3-006	0.0
LAP3-007	17.6099
LAP3-004	54.1903
LAP3-002	177.6195
LAP3-005	137.1168
LAP3-009	235.2517
LAP3-010	10230.369
LAP3-201	933.8029
CD99-008	227.9677
CD99-002	136.0762
CD99-004	0.0
CD99-003	1635.3958
CD99-001	12367.2457
CD99-005	23.213
CD99-006	241.095
CD99-009	718.8826
CD99-007	292.0836
CD99-201	0.0
CD99-011	3298.247
CD99-010	3544.3849
HS3ST1-001	448.251
HS3ST1-002	0.0
HS3ST1-003	0.0
AOC1-001	0.0
AOC1-002	0.0
AOC1-012	0.0
AOC1-010	0.0
AOC1-008	0.0
AOC1-007	0.0
AOC1-009	0.0
AOC1-201	0.0
AOC1-202	0.0
WNT16-001	376.2107
WNT16-002	0.0
HECW1-001	432.2421
HECW1-007	0.0
HECW1-002	614.9043
HECW1-010	0.0
HECW1-006	0.0
HECW1-004	25.2141
HECW1-008	0.0
HECW1-011	0.0
HECW1-005	0.0
HECW1-003	14.6482
HECW1-009	0.0
MAD1L1-201	183.3026
MAD1L1-001	5082.6863
MAD1L1-002	42.1836
MAD1L1-003	423.4371
MAD1L1-014	20.8917
MAD1L1-006	681.1815
MAD1L1-004	218.0421
MAD1L1-018	351.9571
MAD1L1-016	0.0
MAD1L1-013	0.0
MAD1L1-007	112.543
MAD1L1-017	0.0
MAD1L1-005	91.5713
MAD1L1-012	8.0045
MAD1L1-010	0.0
MAD1L1-023	12.2469
MAD1L1-008	0.0
MAD1L1-022	0.0
MAD1L1-019	0.0
MAD1L1-015	0.0
MAD1L1-009	16.009
MAD1L1-011	0.0
MAD1L1-020	0.0
LASP1-001	53772.5927
LASP1-002	87.0888
LASP1-201	0.0
LASP1-202	9716.7214
LASP1-005	0.0
LASP1-008	1121.6681
LASP1-009	30.6572
LASP1-004	419.7551
LASP1-003	0.0
SNX11-003	4052.5895
SNX11-001	808.3727
SNX11-002	310.8941
SNX11-012	16.9695
SNX11-008	0.0
SNX11-004	0.0
SNX11-009	100.8565
SNX11-014	0.0
SNX11-007	113.3435
SNX11-006	1192.7479
SNX11-011	0.0
SNX11-013	0.0
SNX11-010	0.0
TMEM176A-001	0.0
TMEM176A-006	13.1274
TMEM176A-003	0.0
TMEM176A-007	0.0
TMEM176A-012	0.0
TMEM176A-009	0.0
TMEM176A-010	0.0
TMEM176A-005	25.6944
TMEM176A-008	0.0
TMEM176A-004	105.2589
TMEM176A-002	0.0
M6PR-001	27100.8565
M6PR-201	139.1179
M6PR-009	1427.9196
M6PR-010	100.1361
M6PR-006	278.636
M6PR-002	0.0
M6PR-005	983.6709
M6PR-007	78.7641
M6PR-011	1425.1981
M6PR-008	346.8342
M6PR-004	0.0
M6PR-012	0.0
M6PR-003	273.1129
KLHL13-201	20.5715
KLHL13-002	237.413
KLHL13-003	188.1854
KLHL13-001	1950.1321
KLHL13-005	20.5715
KLHL13-004	0.0
KLHL13-006	1782.2781
KLHL13-202	0.0
KLHL13-203	688.8658
KLHL13-204	0.0
KLHL13-205	467.0616
CYP26B1-001	0.0
CYP26B1-002	0.0
CYP26B1-004	0.0
CYP26B1-003	0.0
CYP26B1-201	0.0
ICA1-002	0.0
ICA1-008	40.0224
ICA1-004	0.0
ICA1-007	0.0
ICA1-006	0.0
ICA1-001	0.0
ICA1-201	0.0
ICA1-003	0.0
ICA1-202	0.0
ICA1-009	0.0
ICA1-012	0.0
ICA1-011	0.0
ICA1-005	0.0
ICA1-014	0.0
ICA1-013	0.0
ICA1-015	0.0
ICA1-010	16.009
ICA1-016	0.0
DBNDD1-001	8.4848
DBNDD1-002	0.0
DBNDD1-004	0.0
DBNDD1-006	6.2435
DBNDD1-007	6.2435
DBNDD1-003	0.0
DBNDD1-005	27.0552
ALS2-001	3845.3534
ALS2-009	0.0
ALS2-006	0.0
ALS2-005	750.4202
ALS2-008	0.0
ALS2-002	651.4048
ALS2-003	232.8504
ALS2-004	611.9427
ALS2-010	0.0
ALS2-012	15.4487
ALS2-011	0.0
ALS2-007	0.0
CASP10-002	131.4336
CASP10-001	4739.4541
CASP10-009	39.302
CASP10-003	5356.8398
CASP10-201	0.0
CASP10-007	152.0852
CASP10-006	57.232
CASP10-010	0.0
CASP10-005	288.2414
CASP10-012	26.735
CASP10-011	11.2063
CASP10-013	25.2141
CASP10-004	690.6268
CFLAR-001	35637.3169
CFLAR-201	0.0
CFLAR-003	0.0
CFLAR-006	0.0
CFLAR-007	263.2674
CFLAR-005	9821.0998
CFLAR-018	80.5251
CFLAR-008	4605.6191
CFLAR-017	43.1442
CFLAR-016	0.0
CFLAR-009	0.0
CFLAR-010	387.6571
CFLAR-015	0.0
CFLAR-002	113.6637
CFLAR-011	1421.7562
CFLAR-024	368.4463
CFLAR-020	0.0
CFLAR-019	673.3371
CFLAR-023	100.1361
CFLAR-022	52.1892
CFLAR-026	104.6986
CFLAR-014	304.6506
CFLAR-012	0.0
CFLAR-027	0.0
CFLAR-021	165.6127
TFPI-201	107.3401
TFPI-008	0.0
TFPI-001	647.1624
TFPI-009	0.0
TFPI-004	0.0
TFPI-003	9.0451
TFPI-012	0.0
TFPI-002	260.786
TFPI-007	0.0
TFPI-006	13.8478
TFPI-005	12.8072
TFPI-010	285.8401
TFPI-011	0.0
NDUFAF7-001	334.5874
NDUFAF7-004	167.0535
NDUFAF7-007	0.0
NDUFAF7-014	0.0
NDUFAF7-006	0.0
NDUFAF7-013	0.0
NDUFAF7-010	654.9268
NDUFAF7-012	142.4798
NDUFAF7-011	50.1081
NDUFAF7-008	415.9129
NDUFAF7-002	2056.5917
NDUFAF7-003	1861.0422
NDUFAF7-009	22.4126
RBM5-001	32535.8201
RBM5-014	5386.8566
RBM5-012	0.0
RBM5-009	154.3264
RBM5-013	34.0191
RBM5-008	27.6155
RBM5-011	11.1262
RBM5-007	73.0009
RBM5-029	681.9819
RBM5-027	0.0
RBM5-015	805.0909
RBM5-004	29042.1036
RBM5-025	314.256
RBM5-003	15003.0417
RBM5-016	1716.7214
RBM5-020	26.5749
RBM5-018	1792.1236
RBM5-021	7356.9199
RBM5-026	4096.374
RBM5-024	428.1598
RBM5-019	2647.2425
RBM5-023	107.5802
RBM5-010	576.0826
RBM5-022	188.5856
RBM5-017	410.79
RBM5-005	6948.7713
MTMR7-001	670.9357
MTMR7-006	0.0
MTMR7-005	0.0
MTMR7-008	0.0
MTMR7-003	0.0
MTMR7-009	0.0
MTMR7-007	0.0
MTMR7-002	160.0897
MTMR7-004	0.0
SLC7A2-201	0.7204
SLC7A2-202	7.2841
SLC7A2-002	0.0
SLC7A2-001	0.0
SLC7A2-003	0.0
ARF5-001	3867.2056
ARF5-007	25.2942
ARF5-004	33.3787
ARF5-002	2544.705
ARF5-006	84.9276
ARF5-003	2216.5213
SARM1-002	76.6029
SARM1-008	22.0924
SARM1-007	0.0
SARM1-009	0.0
SARM1-006	12.8072
SARM1-005	0.0
SARM1-003	376.771
SARM1-001	962.7792
POLDIP2-001	12110.782
POLDIP2-002	0.0
PLXND1-001	36157.0479
PLXND1-003	122.1484
PLXND1-013	712.3189
PLXND1-002	769.5509
PLXND1-018	9.7655
PLXND1-011	344.673
PLXND1-015	537.6611
PLXND1-006	55.2309
PLXND1-008	1271.6721
PLXND1-007	0.0
PLXND1-014	2132.8744
PLXND1-016	81.6457
PLXND1-010	1474.2656
PLXND1-005	287.7611
PLXND1-017	757.3041
PLXND1-012	1278.0757
PLXND1-009	185.8641
AK2-001	2856.8799
AK2-002	22390.1385
AK2-008	0.0
AK2-003	2268.4703
AK2-006	176.9791
AK2-009	0.0
AK2-004	435.6039
AK2-007	117.2657
AK2-005	144.8811
AK2-010	1229.9688
AK2-013	0.0
AK2-011	807.4922
AK2-012	71.2399
AK2-201	0.0
AK2-202	565.5167
CD38-001	102135.2758
CD38-002	3732.8104
CD38-004	63.7157
CD38-005	0.0
CD38-003	3545.5055
FKBP4-001	5453.2138
FKBP4-004	136.1562
FKBP4-006	0.0
FKBP4-003	72.0403
FKBP4-005	670.1353
FKBP4-002	0.0
FKBP4-007	0.0
FKBP4-201	0.0
KDM1A-001	18711.5185
KDM1A-002	7647.2425
KDM1A-005	45.3854
KDM1A-003	0.0
KDM1A-004	76.843
KDM1A-006	4536.3804
RBM6-001	21737.453
RBM6-002	0.0
RBM6-019	66.5973
RBM6-007	2470.9838
RBM6-005	6320.1793
RBM6-010	58.6729
RBM6-008	314.7363
RBM6-017	0.0
RBM6-004	388.4575
RBM6-006	5758.905
RBM6-009	311.4544
RBM6-014	1653.8061
RBM6-003	8868.9666
RBM6-023	0.0
RBM6-015	76.6029
RBM6-020	769.1507
RBM6-016	2839.27
RBM6-021	18.5704
RBM6-011	0.0
RBM6-013	59.6334
CAMKK1-002	512.2869
CAMKK1-003	1204.1143
CAMKK1-001	5716.8014
CAMKK1-004	2252.3013
RECQL-005	206.5156
RECQL-007	353.3179
RECQL-002	10710.5579
RECQL-001	13337.3089
RECQL-006	64.1159
RECQL-008	197.4706
RECQL-003	0.0
RECQL-004	42.9841
CCDC132-001	48.6673
CCDC132-019	9456.8959
CCDC132-007	32.5782
CCDC132-006	0.0
CCDC132-002	0.0
CCDC132-018	67.5578
CCDC132-008	0.0
CCDC132-005	670.1353
CCDC132-016	92.772
CCDC132-003	496.6781
CCDC132-017	38.9818
CCDC132-011	0.0
CCDC132-014	0.0
CCDC132-009	39.7823
CCDC132-015	141.039
CCDC132-012	0.0
CCDC132-013	19.0507
CCDC132-010	13.1274
CCDC132-004	51.3888
CCDC132-201	1102.2973
HSPB6-201	0.0
HSPB6-003	8.0045
HSPB6-001	0.0
ARHGAP33-201	4064.6762
ARHGAP33-010	0.0
ARHGAP33-002	4689.1059
ARHGAP33-001	9117.5858
ARHGAP33-013	49.0675
ARHGAP33-009	0.0
ARHGAP33-012	458.2566
ARHGAP33-003	523.4932
ARHGAP33-004	0.0
ARHGAP33-006	145.3614
ARHGAP33-007	664.6122
ARHGAP33-011	877.2913
ARHGAP33-015	742.5758
NDUFAB1-001	1253.8221
NDUFAB1-002	0.0
NDUFAB1-004	0.0
NDUFAB1-003	113.7437
NDUFAB1-005	89.25
PDK4-001	93.2522
PDK4-005	0.0
PDK4-003	0.0
PDK4-002	50.8285
PDK4-004	0.0
SLC22A16-201	86.0482
SLC22A16-001	1995.5175
SLC22A16-006	0.0
SLC22A16-004	509.5654
SLC22A16-005	574.0815
SLC22A16-002	519.3308
SLC22A16-003	0.0
SLC22A16-007	645.8016
ZMYND10-001	532.9384
ZMYND10-002	0.0
ZMYND10-006	25.6944
ZMYND10-003	279.4365
ZMYND10-007	0.0
ZMYND10-008	0.0
ZMYND10-005	157.6883
ZMYND10-009	28.8161
ZMYND10-010	0.0
ABCB5-001	0.0
ABCB5-004	0.0
ABCB5-002	0.0
ABCB5-007	0.0
ABCB5-003	0.0
ABCB5-006	0.0
ARX-001	0.0
SLC25A13-001	3091.6513
SLC25A13-201	81.2455
SLC25A13-005	227.4073
SLC25A13-003	154.7266
SLC25A13-004	0.0
SLC25A13-002	0.0
SLC25A13-006	103.8181
SLC25A13-007	207.3161
ST7-002	140.7988
ST7-001	0.0
ST7-004	0.0
ST7-006	0.0
ST7-013	0.0
ST7-005	0.0
ST7-014	0.0
ST7-007	0.0
ST7-027	0.0
ST7-029	24.4137
ST7-028	0.0
ST7-012	0.0
ST7-016	0.0
ST7-023	0.0
ST7-015	0.0
ST7-021	0.0
ST7-026	0.0
ST7-019	0.0
ST7-025	0.0
ST7-020	0.0
ST7-030	0.0
ST7-018	0.0
ST7-022	0.0
ST7-024	0.0
ST7-017	0.9605
ST7-011	0.0
ST7-009	89.25
ST7-008	0.0
ST7-010	0.0
ST7-201	0.0
CDC27-001	13591.9315
CDC27-003	0.0
CDC27-006	0.0
CDC27-005	3081.5657
CDC27-010	8.4047
CDC27-009	15.1285
CDC27-002	1375.6504
CDC27-008	0.0
CDC27-011	0.0
CDC27-004	0.0
CDC27-016	323.6212
CDC27-017	0.0
CDC27-014	77.4834
CDC27-015	15.7688
CDC27-013	13.9278
CDC27-018	0.0
CDC27-012	0.0
CDC27-020	0.0
CDC27-019	10.8061
SLC4A1-001	4150.4042
SLC4A1-201	0.0
SLC4A1-003	0.0
SLC4A1-002	652.2853
SLC4A1-004	0.0
SLC4A1-202	0.0
CALCR-201	0.0
CALCR-202	0.0
CALCR-002	0.0
CALCR-004	0.0
CALCR-001	0.0
CALCR-003	0.0
CALCR-005	0.0
HCCS-001	795.4855
HCCS-002	1181.6217
HCCS-003	0.0
DVL2-001	8240.0544
DVL2-017	59.5533
DVL2-003	211.5585
DVL2-014	15.6087
DVL2-010	0.0
DVL2-013	19.2908
DVL2-007	76.3628
DVL2-016	747.9388
DVL2-004	0.0
DVL2-008	1918.0341
DVL2-015	47.3065
DVL2-011	317.858
DVL2-018	331.7858
DVL2-009	61.3143
DVL2-012	0.0
PRSS22-001	0.0
PRSS22-007	0.0
PRSS22-002	0.0
PRSS22-009	0.0
PRSS22-005	0.0
PRSS22-008	0.0
PRSS22-003	0.0
PRSS22-006	0.0
UPF1-001	26605.0588
UPF1-009	169.8551
UPF1-003	10.646
UPF1-012	2272.0724
UPF1-006	0.0
UPF1-008	26.4148
UPF1-002	6656.6877
UPF1-005	73.0009
UPF1-007	43.3043
UPF1-013	218.7625
UPF1-004	543.0241
UPF1-010	634.0351
UPF1-011	0.0
SKAP2-001	27075.2421
SKAP2-007	0.0
SKAP2-002	186.4244
SKAP2-003	9.9256
SKAP2-006	0.0
SKAP2-009	0.0
SKAP2-004	0.0
SKAP2-005	85.728
SKAP2-008	26.0146
SLC25A5-001	21233.4908
SLC25A5-003	1363.4035
SLC25A5-002	97.4946
SLC25A5-004	0.0
CCDC109B-001	6998.6392
CCDC109B-004	38.9018
CCDC109B-002	949.0915
CCDC109B-003	592.1716
CCDC109B-005	426.1586
HOXA11-001	8199.6318
HOXA11-002	258.865
POLR2J-001	1619.707
POLR2J-201	281.2775
DHX33-001	5900.5043
DHX33-004	34.1791
DHX33-003	1827.6635
DHX33-005	0.0
DHX33-002	826.3828
MEOX1-001	0.0
MEOX1-201	0.0
MEOX1-003	24.0134
MEOX1-002	0.0
THSD7A-004	551.749
THSD7A-001	21135.5159
THSD7A-002	0.0
THSD7A-003	0.0
THSD7A-201	0.0
LIG3-002	3875.2101
LIG3-001	5483.3907
LIG3-015	8.885
LIG3-007	247.3385
LIG3-005	138.9578
LIG3-012	192.7479
LIG3-014	139.1179
LIG3-008	0.0
LIG3-010	43.8646
LIG3-009	15.7688
LIG3-013	41.2231
LIG3-004	167.6139
LIG3-011	468.3423
LIG3-016	0.0
LIG3-006	83.887
LIG3-003	776.755
RPAP3-001	4105.0188
RPAP3-003	1504.6026
RPAP3-002	3217.2417
RPAP3-006	77.2433
RPAP3-007	48.187
RPAP3-005	9.1251
RPAP3-004	91.6513
ACSM3-001	374.1295
ACSM3-002	116.9455
ACSM3-013	13.4475
ACSM3-008	8.7249
ACSM3-014	0.0
ACSM3-004	87.9693
ACSM3-003	29.7767
ACSM3-009	0.0
ACSM3-011	32.0179
ACSM3-007	9.6054
ACSM3-005	0.0
ACSM3-010	0.0
ACSM3-012	0.0
ACSM3-006	0.0
ACSM3-015	314.7363
AC004381.6-001	0.0
AC004381.6-003	368.6865
AC004381.6-020	0.0
AC004381.6-018	40.0224
AC004381.6-008	42.9841
AC004381.6-013	0.0
AC004381.6-017	218.3623
AC004381.6-004	834.7875
AC004381.6-011	0.0
AC004381.6-012	0.0
AC004381.6-015	29.8567
AC004381.6-002	744.0967
AC004381.6-016	109.2612
AC004381.6-007	0.0
AC004381.6-019	144.9612
AC004381.6-014	12.4069
AC004381.6-009	0.0
AC004381.6-010	0.0
AC004381.6-006	0.0
CIAPIN1-001	2802.1292
CIAPIN1-015	27.7756
CIAPIN1-008	266.7894
CIAPIN1-007	70.5995
CIAPIN1-012	0.0
CIAPIN1-011	517.6499
CIAPIN1-003	0.0
CIAPIN1-005	704.6346
CIAPIN1-004	1606.0994
CIAPIN1-013	87.3289
CIAPIN1-016	1018.4103
CIAPIN1-009	182.6623
CIAPIN1-002	0.0
CIAPIN1-010	0.0
CIAPIN1-014	0.0
SPPL2B-009	1376.771
SPPL2B-015	8.0045
SPPL2B-008	36.2603
SPPL2B-011	1920.9958
SPPL2B-012	10027.1352
SPPL2B-010	24.4137
SPPL2B-013	732.3301
SPPL2B-014	460.8981
SPPL2B-002	12489.1539
SPPL2B-006	2883.855
SPPL2B-004	28.9762
SPPL2B-005	15004.5626
SPPL2B-001	151.845
SPPL2B-007	352.3573
FAM214B-003	2467.862
FAM214B-005	477.4674
FAM214B-001	352.5975
FAM214B-002	558.6328
FAM214B-014	0.0
FAM214B-015	0.0
FAM214B-009	0.0
FAM214B-013	1061.6345
FAM214B-010	108.4607
COPZ2-006	0.0
COPZ2-002	0.0
COPZ2-008	0.0
COPZ2-005	0.0
COPZ2-003	0.0
COPZ2-010	0.0
COPZ2-009	0.0
COPZ2-007	0.0
COPZ2-004	0.0
COPZ2-001	56.0314
PRKAR2B-001	2449.3716
PRKAR2B-003	0.0
PRKAR2B-004	0.0
MSL3-009	105.339
MSL3-001	7336.3484
MSL3-201	0.0
MSL3-006	0.0
MSL3-004	586.8086
MSL3-010	6695.1893
MSL3-202	100.8565
MSL3-003	0.0
MSL3-008	99.0154
MSL3-012	244.8571
MSL3-002	580.4851
MSL3-005	0.0
MSL3-013	0.0
MSL3-014	41.8634
MSL3-015	146.7222
MSL3-016	0.0
MSL3-011	2296.7262
CREBBP-001	29614.7443
CREBBP-003	64662.2909
CREBBP-008	0.0
CREBBP-013	560.4739
CREBBP-006	0.0
CREBBP-005	491.4752
CREBBP-009	148.7233
CREBBP-011	331.5457
CREBBP-007	271.7522
CREBBP-012	286.4004
CREBBP-010	0.0
CREBBP-004	1191.147
BZRAP1-001	14338.5096
BZRAP1-002	12249.6598
BZRAP1-011	47.3065
BZRAP1-008	52.5895
BZRAP1-003	894.581
BZRAP1-010	749.0595
BZRAP1-004	1056.5116
BZRAP1-005	1835.1877
BZRAP1-009	436.8847
BZRAP1-006	319.1387
BZRAP1-007	62.1948
MPO-001	3703.9942
MPO-005	0.0
MPO-004	15.5287
MPO-002	0.0
MPO-003	90.6107
PON1-001	0.0
PON1-003	0.0
PON1-004	0.0
PON1-006	0.0
GCFC2-001	3890.4987
GCFC2-004	139.4381
GCFC2-008	0.0
GCFC2-007	0.0
GCFC2-006	0.0
GCFC2-002	0.0
GCFC2-003	88.2894
GCFC2-005	1201.3928
GCFC2-009	37.0608
GCFC2-010	54.3504
GCFC2-201	0.0
WDR54-001	809.8135
WDR54-005	75.8024
WDR54-009	0.0
WDR54-004	0.0
WDR54-002	244.0567
WDR54-003	158.969
WDR54-012	60.5139
WDR54-007	0.0
WDR54-006	59.1531
WDR54-010	0.0
WDR54-013	73.8814
WDR54-011	62.8352
WDR54-008	0.0
CROT-001	1906.3476
CROT-003	109.5013
CROT-002	0.0
CROT-004	0.0
CROT-005	88.0493
CROT-006	108.2206
CROT-007	69.1587
ABCB4-002	401.1046
ABCB4-201	0.0
ABCB4-001	1999.92
ABCB4-003	16.2491
ABCB4-008	25.1341
ABCB4-009	748.7393
ABCB4-006	57.072
ABCB4-007	0.0
ABCB4-005	66.6773
ABCB4-004	46.9863
KMT2E-201	35037.7812
KMT2E-001	34436.4844
KMT2E-004	9777.2353
KMT2E-202	46833.5868
KMT2E-014	320.6596
KMT2E-007	19.8511
KMT2E-012	314.256
KMT2E-003	422.3165
KMT2E-018	563.7557
KMT2E-009	0.0
KMT2E-016	488.1133
KMT2E-011	23.133
KMT2E-010	252.9416
KMT2E-013	48.3471
KMT2E-008	1733.3707
KMT2E-015	248.8594
KMT2E-203	0.0
RHBDD2-001	4366.6053
RHBDD2-201	0.0
RHBDD2-002	0.0
RHBDD2-006	5174.978
RHBDD2-003	0.0
RHBDD2-009	471.0638
RHBDD2-005	73.5612
RHBDD2-004	295.6055
RHBDD2-008	0.0
SOX8-001	73.8814
SOX8-002	78.2038
IBTK-001	10430.7212
IBTK-004	0.0
IBTK-008	1350.9165
IBTK-003	0.0
IBTK-005	10752.2613
IBTK-006	20.0913
IBTK-002	1041.3031
IBTK-010	602.9777
IBTK-007	3230.4491
IBTK-201	1363.3235
ZNF195-006	2636.5164
ZNF195-016	0.0
ZNF195-201	0.0
ZNF195-002	1368.0461
ZNF195-001	3470.2633
ZNF195-015	26.8951
ZNF195-003	716.1611
ZNF195-017	243.1762
ZNF195-023	0.0
ZNF195-026	69.3188
ZNF195-007	13.1274
ZNF195-009	0.0
ZNF195-024	65.7968
ZNF195-021	670.5355
ZNF195-004	2953.8141
ZNF195-012	0.0
ZNF195-018	30.6572
ZNF195-005	65.0764
ZNF195-008	278.636
ZNF195-027	0.0
ZNF195-011	222.6047
ZNF195-020	76.6829
ZNF195-013	0.0
ZNF195-025	0.0
ZNF195-022	13.2074
ZNF195-010	14.5682
ZNF195-019	0.0
ZNF195-014	0.0
ZNF195-202	0.0
ZNF195-203	0.0
MYCBP2-201	0.0
MYCBP2-002	42355.1589
MYCBP2-007	32.178
MYCBP2-006	50.5083
MYCBP2-009	0.0
MYCBP2-003	4417.6739
MYCBP2-008	1500.2001
MYCBP2-004	45.3854
MYCBP2-010	448.171
MYCBP2-005	512.0467
MYCBP2-001	131531.0174
MYCBP2-202	0.0
FBXL3-001	20000.1601
FBXL3-002	736.5725
FBXL3-005	129.3524
FBXL3-003	0.0
FBXL3-006	894.2608
FBXL3-004	111.5825
ITGAL-001	85780.9173
ITGAL-002	42535.4198
ITGAL-004	44.3448
ITGAL-021	308.1726
ITGAL-010	132.5542
ITGAL-003	339.7903
ITGAL-020	3738.8938
ITGAL-007	0.0
ITGAL-023	3113.2634
ITGAL-017	88.3695
ITGAL-012	0.0
ITGAL-011	120.2273
ITGAL-015	159.6094
ITGAL-022	2498.9994
ITGAL-016	15.1285
ITGAL-009	0.0
ITGAL-018	160.8101
ITGAL-005	96.2939
ITGAL-008	88.6096
PDK2-003	2429.9208
PDK2-018	9.0451
PDK2-001	1233.2506
PDK2-009	1431.8418
PDK2-012	0.0
PDK2-011	351.0766
PDK2-017	32.8984
PDK2-020	0.0
PDK2-008	0.0
PDK2-010	320.0192
PDK2-016	0.0
PDK2-013	0.0
PDK2-019	137.0367
PDK2-014	0.0
PDK2-015	154.9668
PDK2-201	460.658
ITGA3-020	11.6865
ITGA3-001	61.1542
ITGA3-018	0.0
ITGA3-002	0.0
ITGA3-011	0.0
ITGA3-013	17.6099
ITGA3-003	0.0
ITGA3-006	0.0
ITGA3-014	0.0
ITGA3-015	0.0
ITGA3-009	1.0406
ITGA3-012	0.0
ITGA3-010	0.0
ITGA3-017	4.5626
ITGA3-016	0.0
ITGA3-019	16.009
ZFX-002	2763.0673
ZFX-003	0.0
ZFX-001	11772.2725
ZFX-201	2745.2173
ZFX-008	0.0
ZFX-007	68.4383
ZFX-004	0.0
ZFX-005	66.9975
ZFX-006	17.85
ZFX-009	56.0314
ZFX-202	0.0
LAMP2-001	2513.2474
LAMP2-002	30824.8619
LAMP2-004	1649.8039
LAMP2-003	1248.3791
ITGA2B-001	383.975
ITGA2B-011	0.0
ITGA2B-012	0.0
ITGA2B-009	0.0
ITGA2B-007	11.7666
ITGA2B-008	0.0
ITGA2B-004	39.8623
