gene_id/transcript_id	SJINF053_211
RECQL-008	197.439
RECQL-003	0.0
RECQL-004	42.9772
CCDC132-001	48.6595
CCDC132-019	9455.3822
CCDC132-007	32.573
CCDC132-006	0.0
CCDC132-002	0.0
CCDC132-018	67.547
CCDC132-008	0.0
CCDC132-005	670.028
CCDC132-016	92.7571
CCDC132-003	496.5986
CCDC132-017	38.9756
CCDC132-011	0.0
CCDC132-014	0.0
CCDC132-009	39.7759
CCDC132-015	141.0164
CCDC132-012	0.0
CCDC132-013	19.0476
CCDC132-010	13.1253
CCDC132-004	51.3806
CCDC132-201	1102.1208
HSPB6-201	0.0
HSPB6-003	8.0032
HSPB6-001	0.0
ARHGAP33-201	4064.0256
ARHGAP33-010	0.0
ARHGAP33-002	4688.3553
ARHGAP33-001	9116.1265
ARHGAP33-013	49.0596
ARHGAP33-009	0.0
ARHGAP33-012	458.1833
ARHGAP33-003	523.4094
ARHGAP33-004	0.0
ARHGAP33-006	145.3381
ARHGAP33-007	664.5058
ARHGAP33-011	877.1509
ARHGAP33-015	742.457
NDUFAB1-001	1253.6214
NDUFAB1-002	0.0
NDUFAB1-004	0.0
NDUFAB1-003	113.7255
NDUFAB1-005	89.2357
PDK4-001	93.2373
PDK4-005	0.0
PDK4-003	0.0
PDK4-002	50.8203
PDK4-004	0.0
SLC22A16-201	86.0344
SLC22A16-001	1995.1981
SLC22A16-006	0.0
SLC22A16-004	509.4838
SLC22A16-005	573.9896
SLC22A16-002	519.2477
SLC22A16-003	0.0
SLC22A16-007	645.6983
ZMYND10-001	532.8531
ZMYND10-002	0.0
ZMYND10-006	25.6903
ZMYND10-003	279.3918
ZMYND10-007	0.0
ZMYND10-008	0.0
ZMYND10-005	157.6631
ZMYND10-009	28.8115
ZMYND10-010	0.0
ABCB5-001	0.0
ABCB5-004	0.0
ABCB5-002	0.0
ABCB5-007	0.0
ABCB5-003	0.0
ABCB5-006	0.0
ARX-001	0.0
SLC25A13-001	3091.1565
SLC25A13-201	81.2325
SLC25A13-005	227.3709
SLC25A13-003	154.7019
SLC25A13-004	0.0
SLC25A13-002	0.0
SLC25A13-006	103.8015
SLC25A13-007	207.2829
ST7-002	140.7763
ST7-001	0.0
ST7-004	0.0
ST7-006	0.0
ST7-013	0.0
ST7-005	0.0
ST7-014	0.0
ST7-007	0.0
ST7-027	0.0
ST7-029	24.4098
ST7-028	0.0
ST7-012	0.0
ST7-016	0.0
ST7-023	0.0
ST7-015	0.0
ST7-021	0.0
ST7-026	0.0
ST7-019	0.0
ST7-025	0.0
ST7-020	0.0
ST7-030	0.0
ST7-018	0.0
ST7-022	0.0
ST7-024	0.0
ST7-017	0.9604
ST7-011	0.0
ST7-009	89.2357
ST7-008	0.0
ST7-010	0.0
ST7-201	0.0
CDC27-001	13589.7559
CDC27-003	0.0
CDC27-006	0.0
CDC27-005	3081.0724
CDC27-010	8.4034
CDC27-009	15.1261
CDC27-002	1375.4302
CDC27-008	0.0
CDC27-011	0.0
CDC27-004	0.0
CDC27-016	323.5694
CDC27-017	0.0
CDC27-014	77.471
CDC27-015	15.7663
CDC27-013	13.9256
CDC27-018	0.0
CDC27-012	0.0
CDC27-020	0.0
CDC27-019	10.8043
SLC4A1-001	4149.7399
SLC4A1-201	0.0
SLC4A1-003	0.0
SLC4A1-002	652.1809
SLC4A1-004	0.0
SLC4A1-202	0.0
CALCR-201	0.0
CALCR-202	0.0
CALCR-002	0.0
CALCR-004	0.0
CALCR-001	0.0
CALCR-003	0.0
CALCR-005	0.0
HCCS-001	795.3581
HCCS-002	1181.4326
HCCS-003	0.0
DVL2-001	8238.7355
DVL2-017	59.5438
DVL2-003	211.5246
DVL2-014	15.6062
DVL2-010	0.0
DVL2-013	19.2877
DVL2-007	76.3505
DVL2-016	747.8191
DVL2-004	0.0
DVL2-008	1917.7271
DVL2-015	47.2989
DVL2-011	317.8071
DVL2-018	331.7327
DVL2-009	61.3045
DVL2-012	0.0
PRSS22-001	0.0
PRSS22-007	0.0
PRSS22-002	0.0
PRSS22-009	0.0
PRSS22-005	0.0
PRSS22-008	0.0
PRSS22-003	0.0
PRSS22-006	0.0
UPF1-001	26600.8003
UPF1-009	169.8279
UPF1-003	10.6443
UPF1-012	2271.7087
UPF1-006	0.0
UPF1-008	26.4106
UPF1-002	6655.6222
UPF1-005	72.9892
UPF1-007	43.2973
UPF1-013	218.7275
UPF1-004	542.9372
UPF1-010	633.9336
UPF1-011	0.0
SKAP2-001	27070.9084
SKAP2-007	0.0
SKAP2-002	186.3946
SKAP2-003	9.924
SKAP2-006	0.0
SKAP2-009	0.0
SKAP2-004	0.0
SKAP2-005	85.7143
SKAP2-008	26.0104
SLC25A5-001	21230.092
SLC25A5-003	1363.1853
SLC25A5-002	97.479
SLC25A5-004	0.0
CCDC109B-001	6997.519
CCDC109B-004	38.8956
CCDC109B-002	948.9396
CCDC109B-003	592.0768
CCDC109B-005	426.0904
HOXA11-001	8198.3193
HOXA11-002	258.8235
POLR2J-001	1619.4478
POLR2J-201	281.2325
DHX33-001	5899.5598
DHX33-004	34.1737
DHX33-003	1827.3709
DHX33-005	0.0
DHX33-002	826.2505
MEOX1-001	0.0
MEOX1-201	0.0
MEOX1-003	24.0096
MEOX1-002	0.0
THSD7A-004	551.6607
THSD7A-001	21132.1329
THSD7A-002	0.0
THSD7A-003	0.0
THSD7A-201	0.0
LIG3-002	3874.5898
LIG3-001	5482.513
LIG3-015	8.8836
LIG3-007	247.2989
LIG3-005	138.9356
LIG3-012	192.7171
LIG3-014	139.0956
LIG3-008	0.0
LIG3-010	43.8575
LIG3-009	15.7663
LIG3-013	41.2165
LIG3-004	167.587
LIG3-011	468.2673
LIG3-016	0.0
LIG3-006	83.8735
LIG3-003	776.6307
RPAP3-001	4104.3617
RPAP3-003	1504.3617
RPAP3-002	3216.7267
RPAP3-006	77.2309
RPAP3-007	48.1793
RPAP3-005	9.1236
RPAP3-004	91.6367
ACSM3-001	374.0696
ACSM3-002	116.9268
ACSM3-013	13.4454
ACSM3-008	8.7235
ACSM3-014	0.0
ACSM3-004	87.9552
ACSM3-003	29.7719
ACSM3-009	0.0
ACSM3-011	32.0128
ACSM3-007	9.6038
ACSM3-005	0.0
ACSM3-010	0.0
ACSM3-012	0.0
ACSM3-006	0.0
ACSM3-015	314.6859
AC004381.6-001	0.0
AC004381.6-003	368.6275
AC004381.6-020	0.0
AC004381.6-018	40.016
AC004381.6-008	42.9772
AC004381.6-013	0.0
AC004381.6-017	218.3273
AC004381.6-004	834.6539
AC004381.6-011	0.0
AC004381.6-012	0.0
AC004381.6-015	29.8519
AC004381.6-002	743.9776
AC004381.6-016	109.2437
AC004381.6-007	0.0
AC004381.6-019	144.938
AC004381.6-014	12.405
AC004381.6-009	0.0
AC004381.6-010	0.0
AC004381.6-006	0.0
CIAPIN1-001	2801.6807
CIAPIN1-015	27.7711
CIAPIN1-008	266.7467
CIAPIN1-007	70.5882
CIAPIN1-012	0.0
CIAPIN1-011	517.567
CIAPIN1-003	0.0
CIAPIN1-005	704.5218
CIAPIN1-004	1605.8423
CIAPIN1-013	87.3149
CIAPIN1-016	1018.2473
CIAPIN1-009	182.6331
CIAPIN1-002	0.0
CIAPIN1-010	0.0
CIAPIN1-014	0.0
SPPL2B-009	1376.5506
SPPL2B-015	8.0032
SPPL2B-008	36.2545
SPPL2B-011	1920.6883
SPPL2B-012	10025.5302
SPPL2B-010	24.4098
SPPL2B-013	732.2129
SPPL2B-014	460.8243
SPPL2B-002	12487.1549
SPPL2B-006	2883.3934
SPPL2B-004	28.9716
SPPL2B-005	15002.1609
SPPL2B-001	151.8207
SPPL2B-007	352.3009
FAM214B-003	2467.467
FAM214B-005	477.391
FAM214B-001	352.541
FAM214B-002	558.5434
FAM214B-014	0.0
FAM214B-015	0.0
FAM214B-009	0.0
FAM214B-013	1061.4646
FAM214B-010	108.4434
COPZ2-006	0.0
COPZ2-002	0.0
COPZ2-008	0.0
COPZ2-005	0.0
COPZ2-003	0.0
COPZ2-010	0.0
COPZ2-009	0.0
COPZ2-007	0.0
COPZ2-004	0.0
COPZ2-001	56.0224
PRKAR2B-001	2448.9796
PRKAR2B-003	0.0
PRKAR2B-004	0.0
MSL3-009	105.3221
MSL3-001	7335.1741
MSL3-201	0.0
MSL3-006	0.0
MSL3-004	586.7147
MSL3-010	6694.1176
MSL3-202	100.8403
MSL3-003	0.0
MSL3-008	98.9996
MSL3-012	244.8179
MSL3-002	580.3922
MSL3-005	0.0
MSL3-013	0.0
MSL3-014	41.8567
MSL3-015	146.6987
MSL3-016	0.0
MSL3-011	2296.3585
CREBBP-001	29610.004
CREBBP-003	64660.1841
CREBBP-008	0.0
CREBBP-013	560.3041
CREBBP-006	0.0
CREBBP-005	491.3165
CREBBP-009	148.6995
CREBBP-011	331.4926
CREBBP-007	271.6287
CREBBP-012	286.3545
CREBBP-010	0.0
CREBBP-004	1190.9564
BZRAP1-001	14324.4498
BZRAP1-002	12254.5018
BZRAP1-011	47.2189
BZRAP1-008	52.581
BZRAP1-003	910.7643
BZRAP1-010	748.2193
BZRAP1-004	1053.6214
BZRAP1-005	1834.4138
BZRAP1-009	437.455
BZRAP1-006	319.0876
BZRAP1-007	62.1849
MPO-001	3703.4014
MPO-005	0.0
MPO-004	15.5262
MPO-002	0.0
MPO-003	90.5962
PON1-001	0.0
PON1-003	0.0
PON1-004	0.0
PON1-006	0.0
GCFC2-001	3889.876
GCFC2-004	139.4158
GCFC2-008	0.0
GCFC2-007	0.0
GCFC2-006	0.0
GCFC2-002	0.0
GCFC2-003	88.2753
GCFC2-005	1201.2005
GCFC2-009	37.0548
GCFC2-010	54.3417
GCFC2-201	0.0
WDR54-001	809.6839
WDR54-005	75.7903
WDR54-009	0.0
WDR54-004	0.0
WDR54-002	244.0176
WDR54-003	158.9436
WDR54-012	60.5042
WDR54-007	0.0
WDR54-006	59.1437
WDR54-010	0.0
WDR54-013	73.8695
WDR54-011	62.8251
WDR54-008	0.0
CROT-001	1906.0424
CROT-003	109.4838
CROT-002	0.0
CROT-004	0.0
CROT-005	88.0352
CROT-006	108.2033
CROT-007	69.1477
ABCB4-002	401.0404
ABCB4-201	0.0
ABCB4-001	1999.5998
ABCB4-003	16.2465
ABCB4-008	25.1301
ABCB4-009	748.6194
ABCB4-006	57.0628
ABCB4-007	0.0
ABCB4-005	66.6667
ABCB4-004	46.9788
KMT2E-201	35032.573
KMT2E-001	34429.6919
KMT2E-004	9776.3906
KMT2E-202	46834.1737
KMT2E-014	320.6082
KMT2E-007	19.8479
KMT2E-012	314.2057
KMT2E-003	422.409
KMT2E-018	563.5054
KMT2E-009	0.0
KMT2E-016	488.0352
KMT2E-011	23.1293
KMT2E-010	252.9812
KMT2E-013	48.3393
KMT2E-008	1733.0932
KMT2E-015	248.8195
KMT2E-203	0.0
RHBDD2-001	4365.9064
RHBDD2-201	0.0
RHBDD2-002	0.0
RHBDD2-006	5174.1497
RHBDD2-003	0.0
RHBDD2-009	470.9884
RHBDD2-005	73.5494
RHBDD2-004	295.5582
RHBDD2-008	0.0
SOX8-001	73.8695
SOX8-002	78.1913
IBTK-001	10429.2117
IBTK-004	0.0
IBTK-008	1350.7003
IBTK-003	0.0
IBTK-005	10750.4602
IBTK-006	20.1681
IBTK-002	1041.1365
IBTK-010	602.8812
IBTK-007	3229.932
IBTK-201	1363.0252
ZNF195-006	2636.0944
ZNF195-016	0.0
ZNF195-201	0.0
ZNF195-002	1367.8271
ZNF195-001	3469.7079
ZNF195-015	26.8908
ZNF195-003	716.0464
ZNF195-017	243.1373
ZNF195-023	0.0
ZNF195-026	69.3077
ZNF195-007	13.1253
ZNF195-009	0.0
ZNF195-024	65.7863
ZNF195-021	670.4282
ZNF195-004	2953.3413
ZNF195-012	0.0
ZNF195-018	30.6523
ZNF195-005	65.066
ZNF195-008	278.5914
ZNF195-027	0.0
ZNF195-011	222.569
ZNF195-020	76.6707
ZNF195-013	0.0
ZNF195-025	0.0
ZNF195-022	13.2053
ZNF195-010	14.5658
ZNF195-019	0.0
ZNF195-014	0.0
ZNF195-202	0.0
ZNF195-203	0.0
MYCBP2-201	0.0
MYCBP2-002	42348.3794
MYCBP2-007	32.1729
MYCBP2-006	50.5002
MYCBP2-009	0.0
MYCBP2-003	4416.9668
MYCBP2-008	1499.96
MYCBP2-004	45.3782
MYCBP2-010	448.0992
MYCBP2-005	511.9648
MYCBP2-001	131510.044
MYCBP2-202	0.0
FBXL3-001	19996.9588
FBXL3-002	736.5346
FBXL3-005	129.3317
FBXL3-003	0.0
FBXL3-006	892.597
FBXL3-004	111.5646
ITGAL-001	85767.1869
ITGAL-002	42528.6114
ITGAL-004	44.3377
ITGAL-021	308.1232
ITGAL-010	132.533
ITGAL-003	339.7359
ITGAL-020	3738.2953
ITGAL-007	0.0
ITGAL-023	3112.7651
ITGAL-017	88.3553
ITGAL-012	0.0
ITGAL-011	120.2081
ITGAL-015	159.5838
ITGAL-022	2498.5994
ITGAL-016	15.1261
ITGAL-009	0.0
ITGAL-018	160.7843
ITGAL-005	96.2785
ITGAL-008	88.5954
PDK2-003	2429.5318
PDK2-018	9.0436
PDK2-001	1233.0532
PDK2-009	1431.6126
PDK2-012	0.0
PDK2-011	351.0204
PDK2-017	32.8932
PDK2-020	0.0
PDK2-008	0.0
PDK2-010	319.968
PDK2-016	0.0
PDK2-013	0.0
PDK2-019	137.0148
PDK2-014	0.0
PDK2-015	154.942
PDK2-201	460.5842
ITGA3-020	11.6847
ITGA3-001	61.1445
ITGA3-018	0.0
ITGA3-002	0.0
ITGA3-011	0.0
ITGA3-013	17.607
ITGA3-003	0.0
ITGA3-006	0.0
ITGA3-014	0.0
ITGA3-015	0.0
ITGA3-009	1.0404
ITGA3-012	0.0
ITGA3-010	0.0
ITGA3-017	4.5618
ITGA3-016	0.0
ITGA3-019	16.0064
ZFX-002	2762.6251
ZFX-003	0.0
ZFX-001	11770.3882
ZFX-201	2744.7779
ZFX-008	0.0
ZFX-007	68.4274
ZFX-004	0.0
ZFX-005	66.9868
ZFX-006	17.8471
ZFX-009	56.0224
ZFX-202	0.0
LAMP2-001	2512.8451
LAMP2-002	30819.928
LAMP2-004	1649.5398
LAMP2-003	1248.1793
ITGA2B-001	383.9136
ITGA2B-011	0.0
ITGA2B-012	0.0
ITGA2B-009	0.0
ITGA2B-007	11.7647
ITGA2B-008	0.0
ITGA2B-004	39.8559
ITGA2B-006	6.4826
ITGA2B-003	70.2681
